"Worksheet exported from: C:\Users\MIT MRL SEF\Documents\Agilent\ICP Expert\My Results\jwalker\20260317_ICP.esws"
"Instrument name","MY15470004"
"Software version","7.6.1.12212"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Ca 422.673","Ca","","9.79","9.79","ppm","2858.88","0.04","0.41","10.54","0.37","325.70","1","1","1","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","2/20/2026","","","3","9.74","9.81","9.82","2846.86","2863.25","2866.54","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Co 228.615","Co","u","-0.21","-0.21","ppm","1.50","0.09","44.21","2.38","> 100.00","723.02","1","1","1","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","2/20/2026","","","3","-0.12","-0.21","-0.30","3.89","1.50","-0.88","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Co 230.786","Co","u","-0.10","-0.10","ppm","3.05","0.10","108.21","2.91","95.12","5.15","1","1","1","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","2/20/2026","","","3","-0.21","-0.05","-0.02","-0.25","4.22","5.20","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Cr 267.716","Cr","","0.32","0.32","ppm","59.77","0.07","22.87","6.68","11.18","1282.75","1","1","1","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","2/20/2026","","","3","0.25","0.39","0.32","53.19","66.55","59.59","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Cr 283.563","Cr","","0.56","0.56","ppm","129.86","0.01","1.48","1.74","1.34","1255.80","1","1","1","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","2/20/2026","","","3","0.55","0.55","0.56","129.46","128.35","131.76","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Cu 224.700","Cu","","Uncal","Uncal","ppm","3.53","-","-","2.39","67.69","1591.40","1","1","1","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","4.00","5.64","0.94","Uncal","Uncal","Uncal"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Cu 324.754","Cu","u","-0.04","-0.04","ppm","4.53","0.02","51.62","3.44","75.98","734.73","1","1","1","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","2/20/2026","","","3","-0.04","-0.02","-0.05","3.96","8.22","1.41","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Cu 327.395","Cu","u","-0.88","-0.88","ppm","14.96","0.02","2.75","4.85","32.39","592.10","1","1","1","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","2/20/2026","","","3","-0.88","-0.90","-0.85","14.64","10.28","19.96","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Fe 234.350","Fe","","81.08","81.08","ppm","2793.12","0.54","0.66","18.04","0.65","1418.85","1","1","1","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","2/20/2026","","","3","80.55","81.62","81.08","2775.10","2811.18","2793.07","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","La 333.749","La","u","-0.09","-0.09","ppm","7.24","0.02","19.72","3.53","48.82","1063.58","1","1","1","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","2/20/2026","","","3","-0.09","-0.11","-0.08","8.56","3.23","9.91","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","La 379.082","La","u","-0.16","-0.16","ppm","5.84","0.01","8.58","2.84","48.63","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/20/2026","","","3","-0.17","-0.14","-0.16","2.80","8.43","6.28","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","La 379.477","La","u","-0.06","-0.06","ppm","19.78","0.02","26.94","3.94","19.94","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/20/2026","","","3","-0.06","-0.04","-0.08","19.60","23.80","15.92","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","La 398.852","La","u","-0.08","-0.08","ppm","13.53","0.03","33.31","11.30","83.50","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/20/2026","","","3","-0.05","-0.09","-0.11","25.71","11.52","3.37","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","La 408.671","La","u","-0.15","-0.15","ppm","14.79","0.01","9.35","8.16","55.16","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/20/2026","","","3","-0.17","-0.15","-0.14","6.75","14.56","23.06","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mg 279.800","Mg","","66.58","66.58","ppm","1123.45","0.11","0.17","1.88","0.17","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/20/2026","","","3","66.71","66.51","66.51","1125.62","1122.34","1122.39","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","12029.80","-","-","72.34","0.60","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","11948.87","12052.35","12088.18","Uncal","Uncal","Uncal"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mn 257.610","Mn","","1.79","1.79","ppm","939.09","0.01","0.32","2.97","0.32","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/20/2026","","","3","1.78","1.79","1.79","935.70","941.20","940.37","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mn 259.372","Mn","","1.90","1.90","ppm","963.71","0.01","0.63","5.90","0.61","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/20/2026","","","3","1.89","1.89","1.91","960.68","959.95","970.51","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mn 260.568","Mn","","1.46","1.46","ppm","173.12","0.04","2.67","3.57","2.06","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/20/2026","","","3","1.44","1.44","1.51","171.46","170.68","177.22","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mn 293.931","Mn","","1.58","1.58","ppm","326.73","0.03","1.87","5.63","1.72","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/20/2026","","","3","1.57","1.61","1.55","325.28","332.94","321.97","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Mn 294.921","Mn","","1.36","1.36","ppm","433.77","0.01","1.04","2.61","0.60","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/20/2026","","","3","1.37","1.35","1.34","436.68","433.01","431.63","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Na 589.592","Na","","15.28","15.28","ppm","23411.80","0.12","0.75","122.33","0.52","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/20/2026","","","3","15.15","15.36","15.33","23272.26","23500.56","23462.58","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Nd 386.341","Nd","u","-0.88","-0.88","ppm","8.13","0.04","4.49","2.00","24.64","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/20/2026","","","3","-0.91","-0.84","-0.90","6.83","10.44","7.12","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","57.26","-","-","3.11","5.42","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","56.81","54.41","60.57","Uncal","Uncal","Uncal"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Nd 406.108","Nd","u","-0.11","-0.11","ppm","19.40","0.10","85.35","7.72","39.79","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/20/2026","","","3","0.00","-0.17","-0.17","28.30","15.24","14.65","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Nd 410.945","Nd","u","-0.55","-0.55","ppm","5.64","0.06","11.85","3.45","61.09","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/20/2026","","","3","-0.49","-0.53","-0.62","8.67","6.37","1.89","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Ni 231.604","Ni","u","-0.08","-0.08","ppm","9.88","0.27","320.88","4.30","43.57","1205.80","1","1","1","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","2/20/2026","","","3","0.22","-0.29","-0.18","14.72","6.51","8.40","","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Pb 220.353","Pb","","0.19","0.19","ppm","4.83","0.15","77.45","0.78","16.21","28.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","2/20/2026","","","3","0.29","0.02","0.27","5.33","3.93","5.24","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sc 335.372","Sc","u","-0.09","-0.09","ppm","2.58","0.00","0.32","0.23","8.76","950.86","1","1","1","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","2/20/2026","","","3","-0.09","-0.09","-0.09","2.51","2.83","2.40","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sc 357.634","Sc","u","-0.03","-0.03","ppm","11.79","0.01","20.85","5.45","46.27","832.27","1","1","1","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","2/20/2026","","","3","-0.02","-0.04","-0.03","17.63","6.83","10.90","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sc 363.074","Sc","u","-0.13","-0.13","ppm","7.24","0.01","5.69","3.77","52.05","683.47","1","1","1","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","2/20/2026","","","3","-0.13","-0.14","-0.13","11.16","3.65","6.90","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sc 424.682","Sc","u","-0.02","-0.02","ppm","14.35","0.00","20.99","4.70","32.75","616.59","1","1","1","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","2/20/2026","","","3","-0.02","-0.02","-0.01","14.08","9.79","19.18","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Si 251.611","Si","","Uncal","Uncal","ppm","224.05","-","-","4.00","1.78","3074.04","1","1","1","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","219.90","224.36","227.88","Uncal","Uncal","Uncal"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Si 288.158","Si","","16.59","16.59","ppm","899.03","0.07","0.44","3.83","0.43","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/20/2026","","","3","16.50","16.62","16.63","894.61","901.11","901.37","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sr 215.283","Sr","u","-1.18","-1.18","ppm","6.14","0.24","20.00","1.26","20.60","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/20/2026","","","3","-1.45","-1.02","-1.06","4.68","6.99","6.74","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sr 407.771","Sr","","0.38","0.38","ppm","9527.17","0.00","0.42","39.08","0.41","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/20/2026","","","3","0.38","0.38","0.38","9484.83","9534.83","9561.85","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Sr 421.552","Sr","","0.36","0.36","ppm","3443.94","0.00","0.11","3.62","0.11","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/20/2026","","","3","0.36","0.36","0.36","3441.70","3448.12","3442.00","","",""
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Th 283.730","Th","u","-1.53","-1.53","ppm","11.05","0.07","4.36","1.73","15.66","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/20/2026","","","3","-1.51","-1.61","-1.48","11.52","9.13","12.50","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","V 268.796","V","u","-0.05","-0.05","ppm","5.19","0.03","69.31","1.42","27.38","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/20/2026","","","3","-0.08","-0.03","-0.03","3.55","6.07","5.94","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","V 292.401","V","u","-0.89","-0.89","ppm","9.59","0.06","6.26","6.02","62.81","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/20/2026","","","3","-0.95","-0.84","-0.90","3.94","15.92","8.90","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","V 309.310","V","u","-0.05","-0.05","ppm","21.91","0.02","43.82","2.85","13.01","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/20/2026","","","3","-0.06","-0.05","-0.02","19.52","21.15","25.06","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","V 311.070","V","u","-0.07","-0.07","ppm","9.00","0.02","33.11","4.45","49.42","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/20/2026","","","3","-0.08","-0.05","-0.09","8.24","13.78","4.98","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","V 311.837","V","u","-0.08","-0.08","ppm","4.47","0.01","13.36","1.99","44.49","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/20/2026","","","3","-0.09","-0.07","-0.08","2.21","5.96","5.23","u","u","u"
"HPHT_087_Day9_20x","S1:34","Sample","3/17/2026 3:48:08 PM","Zn 206.200","Zn","","1.33","1.33","ppm","24.05","0.11","8.23","1.09","4.53","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/20/2026","","","3","1.32","1.45","1.23","23.97","25.18","23.01","","",""
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Al 394.401","Al","u","-1.33","-1.33","ppm","156.03","0.33","24.50","12.50","8.01","109.30","1","1","1","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","2/20/2026","","","3","-1.59","-1.44","-0.97","146.18","151.82","170.09","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Al 396.152","Al","u","-1.41","-1.41","ppm","37.99","0.07","5.30","10.10","26.60","54.68","1","1","1","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","2/20/2026","","","3","-1.45","-1.44","-1.32","31.49","32.86","49.63","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Ba 230.424","Ba","","Uncal","Uncal","ppm","211.67","-","-","5.66","2.67","2182.97","1","1","1","-","Linear","0.99952","Fitted","2000.00000","20.8850603308681","70.2137425009842","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","205.22","213.95","215.84","Uncal","Uncal","Uncal"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Ba 233.527","Ba","","Uncal","Uncal","ppm","307.68","-","-","4.43","1.44","2030.92","1","1","1","-","Linear","0.99955","Fitted","2000.00000","33.7214298459407","101.963242367889","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","304.35","305.98","312.71","Uncal","Uncal","Uncal"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Ca 422.673","Ca","u","-0.79","-0.79","ppm","110.32","0.02","2.23","4.60","4.17","325.70","1","1","1","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","2/20/2026","","","3","-0.80","-0.81","-0.77","109.01","106.52","115.43","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Co 228.615","Co","u","-0.01","-0.01","ppm","6.55","0.04","289.54","1.00","15.35","723.02","1","1","1","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","2/20/2026","","","3","-0.05","0.03","-0.02","5.58","7.59","6.47","u","","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Co 230.786","Co","u","-0.06","-0.06","ppm","3.96","0.02","33.25","0.59","14.98","5.15","1","1","1","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","2/20/2026","","","3","-0.08","-0.07","-0.04","3.40","3.89","4.58","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Cr 267.716","Cr","u","-0.29","-0.29","ppm","4.03","0.03","9.76","2.59","64.28","1282.75","1","1","1","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","2/20/2026","","","3","-0.27","-0.32","-0.27","5.44","1.04","5.61","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Cr 283.563","Cr","u","-0.03","-0.03","ppm","6.19","0.02","61.81","3.78","61.10","1255.80","1","1","1","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","2/20/2026","","","3","-0.01","-0.05","-0.03","10.14","2.60","5.83","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Cu 224.700","Cu","","Uncal","Uncal","ppm","5.14","-","-","0.94","18.32","1591.40","1","1","1","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","4.07","5.83","5.54","Uncal","Uncal","Uncal"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Cu 324.754","Cu","u","0.00","0.00","ppm","10.48","0.01","227.40","1.64","15.64","734.73","1","1","1","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","2/20/2026","","","3","0.01","-0.01","-0.01","12.20","8.94","10.30","","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Cu 327.395","Cu","u","-0.89","-0.89","ppm","11.22","0.02","1.76","3.17","28.22","592.10","1","1","1","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","2/20/2026","","","3","-0.91","-0.90","-0.88","8.86","9.98","14.82","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Fe 234.350","Fe","","2.21","2.21","ppm","140.96","0.06","2.70","2.01","1.42","1418.85","1","1","1","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","2/20/2026","","","3","2.22","2.26","2.14","141.30","142.77","138.80","","",""
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","La 333.749","La","u","-0.07","-0.07","ppm","10.77","0.02","23.33","3.35","31.14","1063.58","1","1","1","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","2/20/2026","","","3","-0.09","-0.06","-0.08","7.80","14.41","10.11","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","La 379.082","La","u","-0.18","-0.18","ppm","0.68","0.01","6.61","2.53","> 100.00","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/20/2026","","","3","-0.17","-0.18","-0.19","2.78","1.38","-2.12","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","La 379.477","La","u","-0.09","-0.09","ppm","11.43","0.02","22.43","5.16","45.12","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/20/2026","","","3","-0.12","-0.07","-0.09","6.01","16.28","11.99","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","La 398.852","La","u","-0.06","-0.06","ppm","24.27","0.03","53.11","12.32","50.76","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/20/2026","","","3","-0.09","-0.06","-0.03","12.01","24.13","36.65","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","La 408.671","La","u","-0.15","-0.15","ppm","13.35","0.01","4.19","3.72","27.84","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/20/2026","","","3","-0.15","-0.16","-0.16","17.23","9.82","12.99","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mg 279.800","Mg","u","-0.17","-0.17","ppm","5.62","0.10","62.57","1.76","31.28","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/20/2026","","","3","-0.29","-0.11","-0.11","3.59","6.64","6.62","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","62.83","-","-","2.63","4.18","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","65.84","61.60","61.04","Uncal","Uncal","Uncal"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mn 257.610","Mn","u","-0.01","-0.01","ppm","11.50","0.00","11.18","0.35","3.05","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/20/2026","","","3","-0.01","-0.01","-0.01","11.77","11.11","11.63","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mn 259.372","Mn","u","-0.04","-0.04","ppm","13.77","0.00","10.05","1.86","13.49","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/20/2026","","","3","-0.04","-0.04","-0.03","11.64","14.58","15.08","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mn 260.568","Mn","u","-0.38","-0.38","ppm","4.29","0.01","3.79","1.33","31.12","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/20/2026","","","3","-0.39","-0.37","-0.40","3.93","5.76","3.17","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mn 293.931","Mn","u","-0.09","-0.09","ppm","9.18","0.01","10.65","1.81","19.72","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/20/2026","","","3","-0.10","-0.09","-0.08","7.34","9.24","10.95","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Mn 294.921","Mn","u","-0.94","-0.94","ppm","8.40","0.01","1.04","1.82","21.67","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/20/2026","","","3","-0.95","-0.93","-0.95","7.26","10.49","7.43","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Na 589.592","Na","u","-0.90","-0.90","ppm","6205.53","0.02","2.62","25.23","0.41","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/20/2026","","","3","-0.88","-0.93","-0.91","6231.67","6181.32","6203.59","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Nd 386.341","Nd","u","-0.49","-0.49","ppm","28.16","0.02","4.97","1.22","4.33","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/20/2026","","","3","-0.51","-0.46","-0.48","26.91","29.35","28.22","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","59.46","-","-","1.29","2.17","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/20/2026","","","3","Uncal","Uncal","Uncal","59.97","60.42","57.99","Uncal","Uncal","Uncal"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Nd 406.108","Nd","u","-0.09","-0.09","ppm","21.39","0.06","65.22","4.60","21.50","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/20/2026","","","3","-0.02","-0.11","-0.13","26.66","19.32","18.19","u","u","u"
"HPHT_090_Day15_20x","1:1","Sample","3/17/2026 3:49:54 PM","Nd 410.945","Nd","u","-0.36","-0.36","ppm","15.77","0.09","23.96","4.55","28.83","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/20/2026","","","3","-0.44","-0.36","-0.27","11.26","15.71","20.35","u","u","u"
